participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.final_payoff,participant.payoff_list,participant.task_score,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.seconds_for_sliders,session.config.name,session.config.seconds_per_round,session.config.real_world_currency_per_point,session.config.participation_fee,session.params,introduction.1.player.id_in_group,introduction.1.player.role,introduction.1.player.payoff,introduction.1.group.id_in_subsession,introduction.1.subsession.round_number,sliders.1.player.id_in_group,sliders.1.player.role,sliders.1.player.payoff,sliders.1.player.iteration,sliders.1.player.num_correct,sliders.1.player.elapsed_time,sliders.1.group.id_in_subsession,sliders.1.subsession.round_number,live_bargaining.1.player.id_in_group,live_bargaining.1.player.role,live_bargaining.1.player.payoff,live_bargaining.1.player.accepted_offer,live_bargaining.1.player.payoff_this_round,live_bargaining.1.player.end_time,live_bargaining.1.group.id_in_subsession,live_bargaining.1.group.last_offer_id,live_bargaining.1.subsession.round_number,live_bargaining.1.subsession.start_time,live_bargaining.1.subsession.expiry,live_bargaining.2.player.id_in_group,live_bargaining.2.player.role,live_bargaining.2.player.payoff,live_bargaining.2.player.accepted_offer,live_bargaining.2.player.payoff_this_round,live_bargaining.2.player.end_time,live_bargaining.2.group.id_in_subsession,live_bargaining.2.group.last_offer_id,live_bargaining.2.subsession.round_number,live_bargaining.2.subsession.start_time,live_bargaining.2.subsession.expiry,live_bargaining.3.player.id_in_group,live_bargaining.3.player.role,live_bargaining.3.player.payoff,live_bargaining.3.player.accepted_offer,live_bargaining.3.player.payoff_this_round,live_bargaining.3.player.end_time,live_bargaining.3.group.id_in_subsession,live_bargaining.3.group.last_offer_id,live_bargaining.3.subsession.round_number,live_bargaining.3.subsession.start_time,live_bargaining.3.subsession.expiry,live_bargaining.4.player.id_in_group,live_bargaining.4.player.role,live_bargaining.4.player.payoff,live_bargaining.4.player.accepted_offer,live_bargaining.4.player.payoff_this_round,live_bargaining.4.player.end_time,live_bargaining.4.group.id_in_subsession,live_bargaining.4.group.last_offer_id,live_bargaining.4.subsession.round_number,live_bargaining.4.subsession.start_time,live_bargaining.4.subsession.expiry,live_bargaining.5.player.id_in_group,live_bargaining.5.player.role,live_bargaining.5.player.payoff,live_bargaining.5.player.accepted_offer,live_bargaining.5.player.payoff_this_round,live_bargaining.5.player.end_time,live_bargaining.5.group.id_in_subsession,live_bargaining.5.group.last_offer_id,live_bargaining.5.subsession.round_number,live_bargaining.5.subsession.start_time,live_bargaining.5.subsession.expiry,live_bargaining.6.player.id_in_group,live_bargaining.6.player.role,live_bargaining.6.player.payoff,live_bargaining.6.player.accepted_offer,live_bargaining.6.player.payoff_this_round,live_bargaining.6.player.end_time,live_bargaining.6.group.id_in_subsession,live_bargaining.6.group.last_offer_id,live_bargaining.6.subsession.round_number,live_bargaining.6.subsession.start_time,live_bargaining.6.subsession.expiry,survey.1.player.id_in_group,survey.1.player.role,survey.1.player.payoff,survey.1.player.own_strategy,survey.1.player.other_players_strategy,survey.1.player.pilot_difficulty,survey.1.player.pilot_explanation,survey.1.player.pilot_interface,survey.1.player.pilot_time,survey.1.player.research_question,survey.1.player.comments,survey.1.player.dummy_player_axiom,survey.1.player.symmetry_axiom,survey.1.player.efficiency_axiom,survey.1.player.linearity_additivity_axiom,survey.1.player.linearity_HD1_axiom,survey.1.player.stability_axiom,survey.1.group.id_in_subsession,survey.1.subsession.round_number
35,ka3iiv5c,BLU_23,0,45,45,survey,Completion,2024-05-14 11:37:25.446780,1,,,150.0,28,"[40, 20, 45, 20, 45, 20]",87,5r4374w0,,,,,0,240,treatment_dummy_player,300,0.12,10.0,"{'trial_delay': 1.0, 'retry_delay': 0.1, 'num_sliders': 150, 'num_columns': 1, 'attempts_per_slider': 10}",35,,0.0,1,1,35,,0.0,1,87,239.41912007331848,1,1,1,,0.0,2,40,1715688098.6698475,11,5,1,1715687797.4909692,1715688097.4909997,3,,20.0,3,20,1715688441.2090025,11,4,2,1715688139.504492,1715688439.5045218,1,,45.0,2,45,1715688776.0434737,11,3,3,1715688475.294858,1715688775.2948818,3,,20.0,2,20,1715689132.0352585,11,4,4,1715688830.3112557,1715689130.3112857,2,,45.0,4,45,1715689450.1276352,12,4,5,1715689149.648396,1715689449.6484263,3,,20.0,2,20,1715689779.479624,12,3,6,1715689479.2273297,1715689779.2273643,35,,0.0,"When I was a, I first give 50 50 0. then if b first give 40, 40 20, he will change to 45 45 10, then I will at least get 45, because I know maybe another person for A may be kind that he didnt want to see b gets nothing. But when I was b, I first put 40 40 20, and ask them if it is good, I say when I was a ,I also accept 40 40 20, and if one in a1 or a2 was touched, they will finally make the same decision.","I think both people are very nice, they dont want b to get nothing, so 45 45 10 and 40 40 20 are very popular.",Medium difficulty,Neutral,Very well,Way too much,bargaing power and decision making,"students are very kind, so when I was b , i ask for 20 instead of 10, a1 and a2 agrees. I think the experiment should add more people in work, because they will be strict and thats another kind of bargain",Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,1,1
36,wdvxec6n,BLU_12,0,45,45,survey,Completion,2024-05-14 11:37:25.461369,1,,,200.0,34,"[45, 40, 40, 40, 40, 40]",93,5r4374w0,,,,,0,240,treatment_dummy_player,300,0.12,10.0,"{'trial_delay': 1.0, 'retry_delay': 0.1, 'num_sliders': 150, 'num_columns': 1, 'attempts_per_slider': 10}",36,,0.0,1,1,36,,0.0,1,93,238.941712141037,1,1,1,,0.0,4,45,1715688099.2682416,12,4,1,1715687797.4909692,1715688097.4909997,1,,40.0,3,40,1715688439.9066973,11,4,2,1715688139.504492,1715688439.5045218,2,,40.0,4,40,1715688775.6666863,12,4,3,1715688475.294858,1715688775.2948818,2,,40.0,2,40,1715689130.7856102,11,4,4,1715688830.3112557,1715689130.3112857,2,,40.0,3,40,1715689450.2867532,11,3,5,1715689149.648396,1715689449.6484263,2,,40.0,2,40,1715689779.9262822,12,3,6,1715689479.2273297,1715689779.2273643,36,,0.0,"compromize and find an agreement, not being too cruel so that everyone gets something because i think this is the most acceptable solution.","i think they have similar strategy, the quickly met in the middle. As long as B tried to ask for 20, the other two have not problems with the proposal.",Easy,Very well,Well,Just right,Empathy of the powerful sides in the negotiation,,Strongly Disagree,Neutral,Neutral,Disagree,Agree,Agree,1,1
1,5g5klg55,,0,44,45,survey,Questions,2024-05-14 13:55:55.572281,1,,,0.0,,"[0, 0, 0, 0, 0, 0]",0,o4zvte65,,,,,1,240,treatment_y_30,300,0.12,10.0,"{'trial_delay': 1.0, 'retry_delay': 0.1, 'num_sliders': 150, 'num_columns': 1, 'attempts_per_slider': 10}",1,,0.0,1,1,1,,0.0,0,0,0.0,1,1,3,,0.0,0,0,1715694958.0269961,1,0,1,1715694957.8075945,1715695257.8076174,1,,0.0,0,0,1715694958.9354606,1,0,2,1715694958.7056668,1715695258.7056901,3,,0.0,0,0,1715694959.9366293,1,0,3,1715694959.6837037,1715695259.6837268,3,,0.0,0,0,1715694960.9237797,1,0,4,1715694960.6602583,1715695260.6602783,2,,0.0,0,0,1715694962.1162052,1,0,5,1715694961.6966689,1715695261.6966882,3,,0.0,0,0,1715694963.5684266,1,0,6,1715694962.8688414,1715695262.8688617,1,,0.0,,,,,,,,,,,,,,,1,1
2,7gs5ykx6,,0,44,45,survey,Questions,2024-05-14 13:55:55.594863,1,,,0.0,,"[0, 0, 0, 0, 0, 0]",0,o4zvte65,,,,,1,240,treatment_y_30,300,0.12,10.0,"{'trial_delay': 1.0, 'retry_delay': 0.1, 'num_sliders': 150, 'num_columns': 1, 'attempts_per_slider': 10}",2,,0.0,1,1,2,,0.0,0,0,0.0,1,1,1,,0.0,0,0,1715694958.0542965,1,0,1,1715694957.8075945,1715695257.8076174,3,,0.0,0,0,1715694958.9616795,1,0,2,1715694958.7056668,1715695258.7056901,1,,0.0,0,0,1715694959.9617648,1,0,3,1715694959.6837037,1715695259.6837268,2,,0.0,0,0,1715694960.9500885,1,0,4,1715694960.6602583,1715695260.6602783,1,,0.0,0,0,1715694962.1471417,1,0,5,1715694961.6966689,1715695261.6966882,1,,0.0,0,0,1715694963.5934377,1,0,6,1715694962.8688414,1715695262.8688617,2,,0.0,,,,,,,,,,,,,,,1,1
3,ihvkjx40,,0,44,45,survey,Questions,2024-05-14 13:55:55.605042,1,,,0.0,,"[0, 0, 0, 0, 0, 0]",0,o4zvte65,,,,,1,240,treatment_y_30,300,0.12,10.0,"{'trial_delay': 1.0, 'retry_delay': 0.1, 'num_sliders': 150, 'num_columns': 1, 'attempts_per_slider': 10}",3,,0.0,1,1,3,,0.0,0,0,0.0,1,1,2,,0.0,0,0,1715694958.0810401,1,0,1,1715694957.8075945,1715695257.8076174,2,,0.0,0,0,1715694958.9859297,1,0,2,1715694958.7056668,1715695258.7056901,2,,0.0,0,0,1715694959.9881802,1,0,3,1715694959.6837037,1715695259.6837268,1,,0.0,0,0,1715694960.9747784,1,0,4,1715694960.6602583,1715695260.6602783,3,,0.0,0,0,1715694962.1757433,1,0,5,1715694961.6966689,1715695261.6966882,2,,0.0,0,0,1715694963.6193874,1,0,6,1715694962.8688414,1715695262.8688617,3,,0.0,,,,,,,,,,,,,,,1,1
1,vgs79s7u,BLU_22,0,45,45,survey,Completion,2024-05-16 08:39:45.949310,1,,,185.0,33,"[33, 50, 33, 33, 29, 40]",82,v0bpsxm2,,,,,0,240,treatment_y_90,300,0.12,10.0,"{'trial_delay': 1.0, 'retry_delay': 0.1, 'num_sliders': 150, 'num_columns': 1, 'attempts_per_slider': 10}",1,,0.0,1,1,1,,0.0,1,82,239.90267658233643,1,1,3,,0.0,1,33,1715850325.6585996,1,2,1,1715850024.537688,1715850324.5377123,1,,50.0,2,50,1715850670.977201,1,4,2,1715850370.355629,1715850670.3556528,2,,33.0,2,33,1715851017.1358268,2,2,3,1715850715.9090781,1715851015.9091036,3,,33.0,2,33,1715851345.6481855,2,2,4,1715851045.3756719,1715851345.3757029,2,,29.0,1,29,1715851675.2527018,2,1,5,1715851374.8988397,1715851674.8988647,1,,40.0,4,40,1715851998.6139238,1,4,6,1715851697.7292442,1715851997.7292874,1,,0.0,"From B1/B2 I accepted all the fair splits (34/33/33) and close to that. From A I tried getting as much as possible from other players since they needed me to get anything. Also from the B prospective I could have made alliances with other B or A to split only in 2, but never happened in my case.  I also tryed proposing to split in 2 as A but ppl felt it was bad to leave someone without anything.",I think other A players were too generous. Most of the players preferred a 3-way-split.,Easy,Very well,Very well,Just right,Behavior in stronger (but alone) vs weaker (but in 2) positions,"Was lot of fun, well done :D",Neutral,Agree,Agree,Agree,Agree,Strongly Agree,1,1
2,58qtb8v6,BLU_08,0,45,45,survey,Completion,2024-05-16 08:39:45.990554,1,,,165.0,30,"[33, 33, 34, 34, 34, 30]",98,v0bpsxm2,,,,,0,240,treatment_y_90,300,0.12,10.0,"{'trial_delay': 1.0, 'retry_delay': 0.1, 'num_sliders': 150, 'num_columns': 1, 'attempts_per_slider': 10}",2,,0.0,1,1,2,,0.0,1,98,237.5716950893402,1,1,3,,0.0,2,33,1715850325.4324572,2,12,1,1715850024.537688,1715850324.5377123,1,,33.0,1,33,1715850671.1003082,2,2,2,1715850370.355629,1715850670.3556528,1,,34.0,2,34,1715851016.6406105,2,2,3,1715850715.9090781,1715851015.9091036,1,,34.0,2,34,1715851346.1729393,2,2,4,1715851045.3756719,1715851345.3757029,1,,34.0,2,34,1715851675.9090183,1,2,5,1715851374.8988397,1715851674.8988647,2,,30.0,4,30,1715851998.4246435,1,4,6,1715851697.7292442,1715851997.7292874,2,,0.0,be quick to right a fair amount of points,They were fair,Easy,Well,Well,Too much,Group interfering,,Disagree,Agree,Agree,Agree,Disagree,Neutral,1,1
3,b3u444ci,BLU_27,0,45,45,survey,Completion,2024-05-16 08:39:46.001907,1,,,166.0,30,"[33, 33, 33, 33, 33, 34]",86,v0bpsxm2,,,,,0,240,treatment_y_90,300,0.12,10.0,"{'trial_delay': 1.0, 'retry_delay': 0.1, 'num_sliders': 150, 'num_columns': 1, 'attempts_per_slider': 10}",3,,0.0,1,1,3,,0.0,1,86,238.1770749092102,1,1,2,,0.0,1,33,1715850326.5056255,1,2,1,1715850024.537688,1715850324.5377123,3,,33.0,1,33,1715850670.8352587,2,2,2,1715850370.355629,1715850670.3556528,3,,33.0,3,33,1715851016.359989,1,3,3,1715850715.9090781,1715851015.9091036,2,,33.0,2,33,1715851345.7316213,2,2,4,1715851045.3756719,1715851345.3757029,2,,33.0,2,33,1715851675.610582,1,2,5,1715851374.8988397,1715851674.8988647,1,,34.0,1,34,1715851998.1002333,2,1,6,1715851697.7292442,1715851997.7292874,3,,0.0,start from equal distribution. Always be friendly.,"In general, people don't want to compete, and want every one to get the same money.",Easy,Well,Well,Way too much,Do people more likely to bargin or equal distrubuted?,no,Strongly Disagree,Neutral,Agree,No opinion,Disagree,No opinion,1,1
4,ovi5mgfs,BLU_25,0,45,45,survey,Completion,2024-05-16 08:39:46.010797,1,,,155.0,29,"[33, 33, 34, 29, 29, 30]",91,v0bpsxm2,,,,,0,240,treatment_y_90,300,0.12,10.0,"{'trial_delay': 1.0, 'retry_delay': 0.1, 'num_sliders': 150, 'num_columns': 1, 'attempts_per_slider': 10}",4,,0.0,1,1,4,,0.0,1,91,239.903892993927,1,1,2,,0.0,2,33,1715850326.2958095,2,12,1,1715850024.537688,1715850324.5377123,2,,33.0,1,33,1715850670.7643216,2,2,2,1715850370.355629,1715850670.3556528,1,,34.0,3,34,1715851016.5908637,1,3,3,1715850715.9090781,1715851015.9091036,2,,29.0,1,29,1715851345.7177413,1,1,4,1715851045.3756719,1715851345.3757029,3,,29.0,1,29,1715851675.1350448,2,1,5,1715851374.8988397,1715851674.8988647,3,,30.0,4,30,1715851997.9620242,1,4,6,1715851697.7292442,1715851997.7292874,4,,0.0,"At the start of the rounds most of us were nice to each other and split it fairly. However I felt that along the way it was rather unfair as people think that A should get more. If I were A again, I would definitely not have been as nice as I were to split it fairly for others",People think that A should get more thus A should propose something first and others will see if this is also fair for them,Very easy,Very well,Very well,Way too much,Dont know but something to do with cooperation and interaction in a group,No,Strongly Agree,Neutral,Strongly Agree,Agree,Neutral,Neutral,1,1
5,txnxowyb,BLU_20,0,45,45,survey,Completion,2024-05-16 08:39:46.017819,1,,,162.0,30,"[34, 25, 33, 29, 42, 33]",106,v0bpsxm2,,,,,0,240,treatment_y_90,300,0.12,10.0,"{'trial_delay': 1.0, 'retry_delay': 0.1, 'num_sliders': 150, 'num_columns': 1, 'attempts_per_slider': 10}",5,,0.0,1,1,5,,0.0,1,106,239.67697095870972,1,1,1,,0.0,1,34,1715850325.2204258,1,2,1,1715850024.537688,1715850324.5377123,3,,25.0,2,25,1715850671.2371275,1,4,2,1715850370.355629,1715850670.3556528,2,,33.0,3,33,1715851016.403741,1,3,3,1715850715.9090781,1715851015.9091036,3,,29.0,1,29,1715851345.9755864,1,1,4,1715851045.3756719,1715851345.3757029,1,,42.0,1,42,1715851675.412342,2,1,5,1715851374.8988397,1715851674.8988647,2,,33.0,1,33,1715851998.1280222,2,1,6,1715851697.7292442,1715851997.7292874,5,,0.0,Mostly be nice to A so A would not form an alliance with the other player. If I was A I would go for a little extra points since I think I earned it,"They were nice, mostly they had the same strategy as me I think",Very easy,Well,Very well,Too much,How do people bargain when one party has more power than the others,,Disagree,Strongly Agree,Strongly Agree,No opinion,Neutral,Agree,1,1
6,u3tex7e3,BLU_23,0,45,45,survey,Completion,2024-05-16 08:39:46.025465,1,,,166.0,30,"[33, 25, 33, 42, 33, 33]",81,v0bpsxm2,,,,,0,240,treatment_y_90,300,0.12,10.0,"{'trial_delay': 1.0, 'retry_delay': 0.1, 'num_sliders': 150, 'num_columns': 1, 'attempts_per_slider': 10}",6,,0.0,1,1,6,,0.0,1,81,238.06943225860596,1,1,1,,0.0,2,33,1715850326.363298,2,12,1,1715850024.537688,1715850324.5377123,2,,25.0,2,25,1715850670.7138634,1,4,2,1715850370.355629,1715850670.3556528,3,,33.0,2,33,1715851016.6085153,2,2,3,1715850715.9090781,1715851015.9091036,1,,42.0,1,42,1715851345.8133726,1,1,4,1715851045.3756719,1715851345.3757029,3,,33.0,2,33,1715851675.5686269,1,2,5,1715851374.8988397,1715851674.8988647,3,,33.0,1,33,1715851998.0260851,2,1,6,1715851697.7292442,1715851997.7292874,6,,0.0,more or less equality or A should get slight more,equality,Easy,Well,Very well,Way too much,how the people act towards the leader to get more money,,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,1,1
7,ij2rrhyx,BLU_24,0,45,45,survey,Completion,2024-05-16 08:39:46.039801,1,,,134.0,27,"[33, 34, 0, 34, 33, 33]",80,v0bpsxm2,,,,,0,240,treatment_y_90,300,0.12,10.0,"{'trial_delay': 1.0, 'retry_delay': 0.1, 'num_sliders': 150, 'num_columns': 1, 'attempts_per_slider': 10}",7,,0.0,1,1,7,,0.0,1,80,228.5009410381317,1,1,3,,0.0,1,33,1715850325.8793724,3,1,1,1715850024.537688,1715850324.5377123,1,,34.0,1,34,1715850671.0611243,3,1,2,1715850370.355629,1715850670.3556528,3,,0.0,1,0,1715851016.764002,4,4,3,1715850715.9090781,1715851015.9091036,1,,34.0,1,34,1715851346.0399635,4,2,4,1715851045.3756719,1715851345.3757029,2,,33.0,2,33,1715851675.3001325,4,2,5,1715851374.8988397,1715851674.8988647,2,,33.0,1,33,1715851998.473961,3,2,6,1715851697.7292442,1715851997.7292874,7,,0.0,Fair split between all in the group.,One person blackmailed a little bit the group members to get the biggest share or nothing. Sadly I was the one who gained nothing in the end.  A lot had the same strategy as me.,Easy,Well,Very well,Just right,Something with sharing etc.,,Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,1,1
8,uocdifm0,BLU_09,0,45,45,survey,Completion,2024-05-16 08:39:46.047497,1,,,173.0,31,"[33, 33, 40, 33, 34, 33]",74,v0bpsxm2,,,,,0,240,treatment_y_90,300,0.12,10.0,"{'trial_delay': 1.0, 'retry_delay': 0.1, 'num_sliders': 150, 'num_columns': 1, 'attempts_per_slider': 10}",8,,0.0,1,1,8,,0.0,1,74,237.84524011611938,1,1,3,,0.0,3,33,1715850326.5657363,4,3,1,1715850024.537688,1715850324.5377123,3,,33.0,1,33,1715850670.7004554,4,3,2,1715850370.355629,1715850670.3556528,2,,40.0,2,40,1715851016.4863422,4,4,3,1715850715.9090781,1715851015.9091036,3,,33.0,1,33,1715851345.8572996,4,2,4,1715851045.3756719,1715851345.3757029,1,,34.0,1,34,1715851675.2387116,3,5,5,1715851374.8988397,1715851674.8988647,3,,33.0,1,33,1715851998.0076964,3,2,6,1715851697.7292442,1715851997.7292874,8,,0.0,My first move was always to get the first suggestions. The first one always the equal one and then a one where I and A would profit most.,I guess the two B always tried to have it equally distributed and as the players changed from B to A even the A were quite on the fair side.,Easy,Well,Well,Too much,,,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,1,1
9,xpnyaewq,BLU_28,0,45,45,survey,Completion,2024-05-16 08:39:46.054443,1,,,163.0,30,"[33, 33, 34, 33, 33, 30]",84,v0bpsxm2,,,,,0,240,treatment_y_90,300,0.12,10.0,"{'trial_delay': 1.0, 'retry_delay': 0.1, 'num_sliders': 150, 'num_columns': 1, 'attempts_per_slider': 10}",9,,0.0,1,1,9,,0.0,1,84,239.5094816684723,1,1,1,,0.0,1,33,1715850326.0407553,3,1,1,1715850024.537688,1715850324.5377123,1,,33.0,1,33,1715850670.570567,4,3,2,1715850370.355629,1715850670.3556528,1,,34.0,1,34,1715851016.101223,3,2,3,1715850715.9090781,1715851015.9091036,2,,33.0,1,33,1715851345.6891482,4,2,4,1715851045.3756719,1715851345.3757029,2,,33.0,1,33,1715851675.5406775,3,5,5,1715851374.8988397,1715851674.8988647,2,,30.0,5,30,1715851997.990541,4,5,6,1715851697.7292442,1715851997.7292874,9,,0.0,"I always tried to distribute it evenly, so everyone cooperates with me. If the other two teamed up I tried to make a better offer for player A.","Most of them also tried to be fair. However, some tried to make a bargain mostly because they didn't get away greatly last round.",Easy,Well,Well,Too much,Behavior of making profit in relation with cooperation,,Neutral,Agree,Strongly Agree,Agree,Agree,Strongly Agree,1,1
10,8zecqcvq,BLU_35,0,45,45,survey,Completion,2024-05-16 08:39:46.063813,1,,,134.0,27,"[33, 33, 33, 0, 34, 34]",109,v0bpsxm2,,,,,0,240,treatment_y_90,300,0.12,10.0,"{'trial_delay': 1.0, 'retry_delay': 0.1, 'num_sliders': 150, 'num_columns': 1, 'attempts_per_slider': 10}",10,,0.0,1,1,10,,0.0,1,109,238.99722528457642,1,1,2,,0.0,3,33,1715850325.4548924,4,3,1,1715850024.537688,1715850324.5377123,2,,33.0,1,33,1715850671.3572876,4,3,2,1715850370.355629,1715850670.3556528,3,,33.0,1,33,1715851016.661338,3,2,3,1715850715.9090781,1715851015.9091036,2,,0.0,2,0,1715851345.9960525,3,3,4,1715851045.3756719,1715851345.3757029,1,,34.0,2,34,1715851675.3955233,4,2,5,1715851374.8988397,1715851674.8988647,1,,34.0,1,34,1715851998.0538683,3,2,6,1715851697.7292442,1715851997.7292874,10,,0.0,"always 34,33,33 or 33,33,33. Sharing the budget fairly would make sure that no one feels being disadvantaged. in a team, you of course would like to get a bigger budget, but maybe the other group members would really appreciate it if he/she could get a fair amount. Maybe he or she would like to buy something that he/she has been wanting with the enumeration, So why not help them in that sense?    yesterday i was reading, and i came across this sentence: true sharing doesn't mean that you give and you have to lose or give up on something. you actually gain and grow through sharing. it's like if you and i both have an apple, if we exchange them, each of us still has an apple, but we build friendship through it ;) if you and i each have a thought and we exchange our knowledge, each of us have two inspirations.","Most players that I have met have the same strategy. Two of them wanted to maximize their own profit by forming an ally with A only, leaving me out in the group, ie 50, -, 40. However, if there is a proposal of 33,33,33, the other group members would actually change their mind and accept the second proposal, which is fairer for all. This shows that one is not inherently egocentric or selfish - reality and choices are negotiable and can be changed by influences from outside, and hearts can be moved, too. ",Easy,Well,Very well,Just right,"Group benefits vs personal profits: How would one choose when you are in a group of others and your benefits are tied with each others: strive for personal advantages or a common, fairer distribution? ",I am glad that I could type some philosophical thoughts on sharing and caring in the group chat. I think that my words have had some positive influences on the others and might have changed their perspectives on the theme of sharing. ,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,1,1
11,nvbhjz3i,BLU_30,0,45,45,survey,Completion,2024-05-16 08:39:46.070683,1,,,189.0,33,"[33, 33, 33, 50, 33, 40]",97,v0bpsxm2,,,,,0,240,treatment_y_90,300,0.12,10.0,"{'trial_delay': 1.0, 'retry_delay': 0.1, 'num_sliders': 150, 'num_columns': 1, 'attempts_per_slider': 10}",11,,0.0,1,1,11,,0.0,1,97,238.6565957069397,1,1,2,,0.0,1,33,1715850325.3863516,3,1,1,1715850024.537688,1715850324.5377123,3,,33.0,1,33,1715850671.2232795,3,1,2,1715850370.355629,1715850670.3556528,2,,33.0,1,33,1715851016.5024376,3,2,3,1715850715.9090781,1715851015.9091036,1,,50.0,2,50,1715851345.7638109,3,3,4,1715851045.3756719,1715851345.3757029,3,,33.0,2,33,1715851675.7568893,4,2,5,1715851374.8988397,1715851674.8988647,1,,40.0,5,40,1715851998.2568002,4,5,6,1715851697.7292442,1715851997.7292874,11,,0.0,"If I wasn't A i was simply going for the fair split, to be sure that I get at least some points. If I was A, I waited for the offers from the other members and chose the best one for my own profit.",I think they were all pretty fair.,Medium difficulty,Well,Very well,Just right,I don't know.,,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,1,1
12,h8nknrk3,BLU_29,0,45,45,survey,Completion,2024-05-16 08:39:46.077717,1,,,186.0,33,"[34, 33, 50, 40, 33, 30]",112,v0bpsxm2,,,,,0,240,treatment_y_90,300,0.12,10.0,"{'trial_delay': 1.0, 'retry_delay': 0.1, 'num_sliders': 150, 'num_columns': 1, 'attempts_per_slider': 10}",12,,0.0,1,1,12,,0.0,1,112,239.79826736450195,1,1,1,,0.0,3,34,1715850325.1162755,4,3,1,1715850024.537688,1715850324.5377123,2,,33.0,1,33,1715850670.6178749,3,1,2,1715850370.355629,1715850670.3556528,1,,50.0,2,50,1715851016.3863392,4,4,3,1715850715.9090781,1715851015.9091036,3,,40.0,2,40,1715851346.206984,3,3,4,1715851045.3756719,1715851345.3757029,3,,33.0,1,33,1715851675.5831785,3,5,5,1715851374.8988397,1715851674.8988647,3,,30.0,5,30,1715851998.1412485,4,5,6,1715851697.7292442,1715851997.7292874,12,,0.0,If I'm player A I'll look out for the greedier out of the other two and make a proposal to him. And if I'm a B player I would just start instantly with proposing a good offer for A with leaving the other player out.    But sometimes felt bad and I split it evenly.,Probably the same. Even though most of them were really kind and tried to split it evenly.,Very difficult,Neutral,Well,Just right,Probably how people would bargain if a chat was involved.,No not really. Thank you for this experience.,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,1,1
13,197er6a2,BLU_06,0,45,45,survey,Completion,2024-05-16 08:39:46.085144,1,,,119.0,25,"[0, 33, 0, 20, 33, 33]",110,v0bpsxm2,,,,,0,240,treatment_y_90,300,0.12,10.0,"{'trial_delay': 1.0, 'retry_delay': 0.1, 'num_sliders': 150, 'num_columns': 1, 'attempts_per_slider': 10}",13,,0.0,1,1,13,,0.0,1,110,239.63733768463135,1,1,3,,0.0,1,0,1715850326.1384387,5,5,1,1715850024.537688,1715850324.5377123,3,,33.0,1,33,1715850670.9055529,5,1,2,1715850370.355629,1715850670.3556528,1,,0.0,1,0,1715851016.2849073,6,3,3,1715850715.9090781,1715851015.9091036,2,,20.0,5,20,1715851345.6106591,6,6,4,1715851045.3756719,1715851345.3757029,2,,33.0,1,33,1715851675.4286618,6,1,5,1715851374.8988397,1715851674.8988647,2,,33.0,1,33,1715851998.0675232,5,1,6,1715851697.7292442,1715851997.7292874,13,,0.0,"to keep it equal to all players like 33,33,34 bc if b's are togeter a dosn't have a chance and you nerver konw what you do next. this is fair play an at the and i don think it affects your paymanet in a bad way becaus one round you have 70 an he next probaply 0",some saw it the same way others just wantet as much as they could have somtimes ending with 0 for everyone or they were too greey and got overbit by the person who offered a fair propse. i guess tahts how they learnd that greedyness isn't always the best ,Easy,Very well,Very well,Too much,how people interact in finacial comeptition with each other,was very interesting to see how peopel can be motivated by greed,Strongly Disagree,Strongly Agree,No opinion,No opinion,Strongly Agree,Strongly Agree,1,1
14,pe10l88m,BLU_26,0,45,45,survey,Completion,2024-05-16 08:39:46.095540,1,,,123.0,25,"[33, 50, 0, 0, 40, 33]",106,v0bpsxm2,,,,,0,240,treatment_y_90,300,0.12,10.0,"{'trial_delay': 1.0, 'retry_delay': 0.1, 'num_sliders': 150, 'num_columns': 1, 'attempts_per_slider': 10}",14,,0.0,1,1,14,,0.0,1,106,238.77974486351013,1,1,3,,0.0,2,33,1715850325.6351633,6,2,1,1715850024.537688,1715850324.5377123,1,,50.0,4,50,1715850671.01634,6,4,2,1715850370.355629,1715850670.3556528,2,,0.0,3,0,1715851016.7485867,6,3,3,1715850715.9090781,1715851015.9091036,3,,0.0,6,0,1715851345.7814093,6,6,4,1715851045.3756719,1715851345.3757029,2,,40.0,6,40,1715851675.3626335,5,6,5,1715851374.8988397,1715851674.8988647,3,,33.0,1,33,1715851998.1835961,5,1,6,1715851697.7292442,1715851997.7292874,14,,0.0,I tried to check what my group mates are up too and based on that check on how greedy i could play without risking too much,"a lot of A players where greedy, but not all of them. And some where quite ""frech"" and changed deal in last second",Easy,Well,Neutral,Too much,the power of a high position (A),,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,1,1
