session_code,id_in_session,participant_code,channel,nickname,body,timestamp
ykdzfw2h,36,iwrxhwk3,3-live_bargaining-168,A,but,1715679224.2396107
ykdzfw2h,28,gb3p43e3,3-live_bargaining-165,B2,I met a rude people in the first round. Had to threaten 0 for everyone to get him/her change,1715679224.738273
ykdzfw2h,11,wmkt6s6s,3-live_bargaining-160,B2,doesn't matter :),1715679224.8368185
ykdzfw2h,20,tzz523nu,3-live_bargaining-163,A,sorry guys,1715679225.9825897
ykdzfw2h,12,7ikal8ir,3-live_bargaining-160,A,I like 0,1715679228.112128
ykdzfw2h,24,caq3vqi1,3-live_bargaining-164,A,I really need some points because A was the weirdest person ever last round,1715679228.5574846
ykdzfw2h,33,8v2hfg8c,3-live_bargaining-168,B1,no buts,1715679228.6022658
ykdzfw2h,35,5ubvbqrt,3-live_bargaining-168,B2,shut up,1715679229.2974145
ykdzfw2h,19,bxgty49l,3-live_bargaining-163,B1,even if so,1715679229.4268482
ykdzfw2h,34,bv1rchfe,3-live_bargaining-167,B2,when i was A i was like 34 33 33 lets not fight,1715679230.0752468
ykdzfw2h,3,77a6ed9a,3-live_bargaining-158,B1,i would also try ID 1,1715679230.8960793
ykdzfw2h,5,ry0nc01c,3-live_bargaining-158,A,"I also had 33, 33, 33",1715679231.4078865
ykdzfw2h,6,iw6538t5,3-live_bargaining-158,B2,We want to risk it?;),1715679231.4645314
ykdzfw2h,16,wr4oyk0w,3-live_bargaining-161,B2,What was your worst split?,1715679231.5394099
ykdzfw2h,33,8v2hfg8c,3-live_bargaining-168,B1,hahaha,1715679231.8777158
ykdzfw2h,35,5ubvbqrt,3-live_bargaining-168,B2,im not switching,1715679234.9369886
ykdzfw2h,25,dlal68fq,3-live_bargaining-165,A,one was a pain but the others were fine,1715679235.053227
ykdzfw2h,30,aykj1i6i,3-live_bargaining-166,A,That is a shame ,1715679235.5810764
ykdzfw2h,31,u53icqui,3-live_bargaining-167,A,"also, it doesdn't matter because we'll be rounded up either way",1715679235.987773
ykdzfw2h,26,icm5jw1w,3-live_bargaining-165,B1,were they A?,1715679239.4568124
ykdzfw2h,18,275e2ui1,3-live_bargaining-162,B2,"System.out.println(""lol"")",1715679240.3783925
ykdzfw2h,11,wmkt6s6s,3-live_bargaining-160,B2,hahah :D me too,1715679240.6917686
ykdzfw2h,13,6whe0107,3-live_bargaining-161,B1,50 25 25?,1715679242.6168554
ykdzfw2h,16,wr4oyk0w,3-live_bargaining-161,B2,ty A,1715679243.4262762
ykdzfw2h,29,qmykdy6l,3-live_bargaining-166,B2,come on don't be rude,1715679244.0942972
ykdzfw2h,22,93vk2elh,3-live_bargaining-163,B2,ah is it? that would surprise me.,1715679244.8400376
ykdzfw2h,31,u53icqui,3-live_bargaining-167,A,most of the fighting is really extremely pointless,1715679245.4191372
ykdzfw2h,8,6ul57k0b,3-live_bargaining-159,B1,and only 2 for you @a,1715679245.9981213
ykdzfw2h,25,dlal68fq,3-live_bargaining-165,A,same with me had to say fair game or no game basically,1715679249.156818
ykdzfw2h,3,77a6ed9a,3-live_bargaining-158,B1,"as they say, no risk no champagne",1715679249.7027874
ykdzfw2h,28,gb3p43e3,3-live_bargaining-165,B2,Only 1 A,1715679250.0970767
ykdzfw2h,36,iwrxhwk3,3-live_bargaining-168,A,I heard from my last game that 30 gets you 8 points,1715679250.3094184
ykdzfw2h,30,aykj1i6i,3-live_bargaining-166,A,No reason to limit your utility,1715679250.788167
ykdzfw2h,9,3o2kadzu,3-live_bargaining-160,B1,yooo,1715679251.212664
ykdzfw2h,10,maxxa0b9,3-live_bargaining-159,B2,we should value each 1 point,1715679252.33133
ykdzfw2h,11,wmkt6s6s,3-live_bargaining-160,B2,but agree with 1,1715679253.7473829
ykdzfw2h,2,zu5rxx67,3-live_bargaining-157,A,;),1715679253.893763
ykdzfw2h,30,aykj1i6i,3-live_bargaining-166,A,please reconsider,1715679254.4919543
ykdzfw2h,20,tzz523nu,3-live_bargaining-163,A,there are two choices,1715679255.3573875
ykdzfw2h,14,10hb91v0,3-live_bargaining-161,A,Someone just didnt agree to anythink and we got 6 4 ..,1715679255.4952638
ykdzfw2h,25,dlal68fq,3-live_bargaining-165,A,yes 1 was A,1715679255.548231
ykdzfw2h,11,wmkt6s6s,3-live_bargaining-160,B2,also,1715679255.923425
ykdzfw2h,6,iw6538t5,3-live_bargaining-158,B2,haha I like,1715679256.3269267
ykdzfw2h,35,5ubvbqrt,3-live_bargaining-168,B2,thats bullshit,1715679258.2962236
ykdzfw2h,5,ry0nc01c,3-live_bargaining-158,A,The formula is 33X0.25 or 34X0.25,1715679258.472439
ykdzfw2h,32,2175hu1w,3-live_bargaining-167,B1,"I met one too! One said sth like ""take your bread""",1715679260.0077562
ykdzfw2h,19,bxgty49l,3-live_bargaining-163,B1,why not make it in a way that everyone gets something,1715679260.0811193
ykdzfw2h,26,icm5jw1w,3-live_bargaining-165,B1,ah okay ,1715679260.984359
ykdzfw2h,17,69gxbqoq,3-live_bargaining-162,B1,are you ETH or UZH students,1715679262.2616384
ykdzfw2h,29,qmykdy6l,3-live_bargaining-166,B2,no fair play no play,1715679262.9332197
ykdzfw2h,13,6whe0107,3-live_bargaining-161,B1,...,1715679263.0317817
ykdzfw2h,35,5ubvbqrt,3-live_bargaining-168,B2,it gets rounded at the end,1715679264.1513867
ykdzfw2h,31,u53icqui,3-live_bargaining-167,A,"yeah, I've been A three times now and I always do 34 33 33 from the start",1715679265.6980824
ykdzfw2h,18,275e2ui1,3-live_bargaining-162,B2,eth,1715679266.1848102
ykdzfw2h,5,ry0nc01c,3-live_bargaining-158,A,and it gets to 8.25 or 8.5,1715679266.7092724
ykdzfw2h,18,275e2ui1,3-live_bargaining-162,B2,hbu,1715679267.4003406
ykdzfw2h,16,wr4oyk0w,3-live_bargaining-161,B2,I heard someone suggested 80 10 10,1715679268.0492277
ykdzfw2h,30,aykj1i6i,3-live_bargaining-166,A,25 is still much more than if only 2 players play,1715679269.859114
ykdzfw2h,9,3o2kadzu,3-live_bargaining-160,B1,lets acknowledge the almighty power,1715679269.8634493
ykdzfw2h,22,93vk2elh,3-live_bargaining-163,B2,that means with 6 CHF here you would get more than 8.25points? (which I got last round for 33CHF)?,1715679271.1758947
ykdzfw2h,33,8v2hfg8c,3-live_bargaining-168,B1,33 its 8.25,1715679271.3336658
ykdzfw2h,17,69gxbqoq,3-live_bargaining-162,B1,too,1715679271.3569505
ykdzfw2h,20,tzz523nu,3-live_bargaining-163,A,caose i can get 60 percent instead of 34 percent,1715679271.4045484
ykdzfw2h,4,a8gna0pr,3-live_bargaining-157,B2,if you really want that 0.25 extra,1715679272.2004216
ykdzfw2h,5,ry0nc01c,3-live_bargaining-158,A,I have checked both,1715679272.821684
ykdzfw2h,25,dlal68fq,3-live_bargaining-165,A,but don't accept those mean offers,1715679273.7792904
ykdzfw2h,9,3o2kadzu,3-live_bargaining-160,B1,of playerA,1715679274.6034186
ykdzfw2h,4,a8gna0pr,3-live_bargaining-157,B2,I can do 4,1715679274.6240847
ykdzfw2h,31,u53icqui,3-live_bargaining-167,A,the other A's all wanted 36 lol,1715679276.1631556
ykdzfw2h,7,p8983tf0,3-live_bargaining-159,A,i have much more power than just 1 point tho,1715679276.768171
ykdzfw2h,15,brcpj4zp,3-live_bargaining-162,A,uzh,1715679277.577098
ykdzfw2h,8,6ul57k0b,3-live_bargaining-159,B1,exactly,1715679280.6208172
ykdzfw2h,3,77a6ed9a,3-live_bargaining-158,B1,but do you think with the 10pts the conversion could be different?,1715679281.7161527
ykdzfw2h,5,ry0nc01c,3-live_bargaining-158,A,So I will stick with mine,1715679281.8043454
ykdzfw2h,31,u53icqui,3-live_bargaining-167,A,as if it made a difference,1715679282.8013647
ykdzfw2h,27,smddi2bm,3-live_bargaining-166,B1,34 is even more,1715679284.1291707
ykdzfw2h,26,icm5jw1w,3-live_bargaining-165,B1,yeah same 4 me but my one wasnt A lol they were a B and wanted 50 changed with 2 sec left,1715679284.2868142
ykdzfw2h,17,69gxbqoq,3-live_bargaining-162,B1,what are you studying,1715679284.49991
ykdzfw2h,9,3o2kadzu,3-live_bargaining-160,B1,gg,1715679284.9486792
ykdzfw2h,15,brcpj4zp,3-live_bargaining-162,A,whtas hbu?,1715679285.2250872
ykdzfw2h,4,a8gna0pr,3-live_bargaining-157,B2,Its not a huge difference,1715679286.4077127
ykdzfw2h,8,6ul57k0b,3-live_bargaining-159,B1,noo,1715679286.7004316
ykdzfw2h,2,zu5rxx67,3-live_bargaining-157,A,I have to do what I can,1715679286.9769905
ykdzfw2h,13,6whe0107,3-live_bargaining-161,B1,dont think anyone as b will accept that,1715679289.1101358
ykdzfw2h,17,69gxbqoq,3-live_bargaining-162,B1,how about you,1715679293.1871917
ykdzfw2h,13,6whe0107,3-live_bargaining-161,B1,too less to lose,1715679294.1976655
ykdzfw2h,32,2175hu1w,3-live_bargaining-167,B1,"Hahaha, wise",1715679295.1415732
ykdzfw2h,30,aykj1i6i,3-live_bargaining-166,A,I compromise,1715679296.057738
ykdzfw2h,20,tzz523nu,3-live_bargaining-163,A,and you can get 40 percent instead of 33 percent,1715679296.9232285
ykdzfw2h,25,dlal68fq,3-live_bargaining-165,A,damn,1715679297.06597
ykdzfw2h,8,6ul57k0b,3-live_bargaining-159,B1,1 is good enough ,1715679298.188808
ykdzfw2h,30,aykj1i6i,3-live_bargaining-166,A,40 just for me,1715679300.4417646
ykdzfw2h,6,iw6538t5,3-live_bargaining-158,B2,"Yeah, but then what's the sence behind this study, there has to be some exceptions",1715679300.8683634
ykdzfw2h,28,gb3p43e3,3-live_bargaining-165,B2,I also split evenly when I was A. Everyone is happy,1715679301.5747733
ykdzfw2h,14,10hb91v0,3-live_bargaining-161,A,I agree ..,1715679301.9011602
ykdzfw2h,1,rggxlrld,3-live_bargaining-157,B1,yeah it make no difference for me ,1715679302.2237287
ykdzfw2h,29,qmykdy6l,3-live_bargaining-166,B2,What about 36 32 32,1715679303.6990438
ykdzfw2h,15,brcpj4zp,3-live_bargaining-162,A,:),1715679304.3270075
ykdzfw2h,11,wmkt6s6s,3-live_bargaining-160,B2,it is fun for a change,1715679304.6725707
ykdzfw2h,32,2175hu1w,3-live_bargaining-167,B1,The one I met want 40,1715679305.0687752
ykdzfw2h,3,77a6ed9a,3-live_bargaining-158,B1,because otherwise it has no sense to have it at all,1715679305.7475479
ykdzfw2h,26,icm5jw1w,3-live_bargaining-165,B1,exactly,1715679307.0052738
ykdzfw2h,34,bv1rchfe,3-live_bargaining-167,B2,glad to be paired with people not fighting over pennies,1715679307.3032694
ykdzfw2h,12,7ikal8ir,3-live_bargaining-160,A,"Last time I hold it to the last second, was fun",1715679307.3485737
ykdzfw2h,25,dlal68fq,3-live_bargaining-165,A,exactly,1715679308.5696452
ykdzfw2h,9,3o2kadzu,3-live_bargaining-160,B1,yeah,1715679308.8510473
ykdzfw2h,10,maxxa0b9,3-live_bargaining-159,B2,of course we all can get 0 because 1 point,1715679309.3032463
ykdzfw2h,18,275e2ui1,3-live_bargaining-162,B2,cs,1715679309.605877
ykdzfw2h,6,iw6538t5,3-live_bargaining-158,B2,otherwise it's always the same,1715679309.9322026
ykdzfw2h,17,69gxbqoq,3-live_bargaining-162,B1,haha,1715679310.3537447
ykdzfw2h,18,275e2ui1,3-live_bargaining-162,B2,hbu,1715679310.6937706
ykdzfw2h,31,u53icqui,3-live_bargaining-167,A,yeah if an A was that rude I'd just stick with 34 33 33 and they can decide whether they want anything or nothing haha,1715679311.2717617
ykdzfw2h,35,5ubvbqrt,3-live_bargaining-168,B2,"is it really worth it spending 3mins of our life, just that you can rip us off from for a few pennies",1715679311.8942761
ykdzfw2h,34,bv1rchfe,3-live_bargaining-167,B2,<3,1715679311.9506724
ykdzfw2h,20,tzz523nu,3-live_bargaining-163,A,i got nothing the last round,1715679315.8980908
ykdzfw2h,36,iwrxhwk3,3-live_bargaining-168,A,true but can^t you guys let a first time A enjoy his elevated status,1715679317.8575993
ykdzfw2h,13,6whe0107,3-live_bargaining-161,B1,just worth losing to punish unreasonable A,1715679319.572972
ykdzfw2h,5,ry0nc01c,3-live_bargaining-158,A,"If player A is greedy, they can ask for more",1715679319.6021612
ykdzfw2h,30,aykj1i6i,3-live_bargaining-166,A,Ok fair enough then,1715679322.592544
ykdzfw2h,9,3o2kadzu,3-live_bargaining-160,B1,hahaha was it you before too,1715679322.6815834
ykdzfw2h,7,p8983tf0,3-live_bargaining-159,A,will you go for it actually?,1715679324.6861315
ykdzfw2h,19,bxgty49l,3-live_bargaining-163,B1,well i know but that isnt the fairest way to do this,1715679325.556708
ykdzfw2h,9,3o2kadzu,3-live_bargaining-160,B1,was super funy,1715679325.5851808
ykdzfw2h,36,iwrxhwk3,3-live_bargaining-168,A,its only a differnce of 0.25 points,1715679326.1612356
ykdzfw2h,20,tzz523nu,3-live_bargaining-163,A,i need some compensation sorry,1715679326.9537547
ykdzfw2h,33,8v2hfg8c,3-live_bargaining-168,B1,we are not accepting any other than proposal 1,1715679328.4326038
ykdzfw2h,27,smddi2bm,3-live_bargaining-166,B1,fair enough,1715679328.6476133
ykdzfw2h,8,6ul57k0b,3-live_bargaining-159,B1,no,1715679328.6967776
ykdzfw2h,36,iwrxhwk3,3-live_bargaining-168,A,0.0,1715679329.8333278
ykdzfw2h,34,bv1rchfe,3-live_bargaining-167,B2,who the hell wanted 40 that is pure greed,1715679329.877863
ykdzfw2h,8,6ul57k0b,3-live_bargaining-159,B1,i am for 3 or 4,1715679335.2903435
ykdzfw2h,26,icm5jw1w,3-live_bargaining-165,B1,this is the 4th round right?,1715679335.5718899
ykdzfw2h,29,qmykdy6l,3-live_bargaining-166,B2,thanks,1715679335.953884
ykdzfw2h,12,7ikal8ir,3-live_bargaining-160,A,hehe,1715679337.2908816
ykdzfw2h,31,u53icqui,3-live_bargaining-167,A,"you are great team mates, thanks!",1715679338.494369
ykdzfw2h,5,ry0nc01c,3-live_bargaining-158,A,and then the other players are forced to comply or reject,1715679338.9853468
ykdzfw2h,20,tzz523nu,3-live_bargaining-163,A,sorry,1715679339.2967498
ykdzfw2h,27,smddi2bm,3-live_bargaining-166,B1,:),1715679339.4791782
ykdzfw2h,19,bxgty49l,3-live_bargaining-163,B1,there is no compensating,1715679339.8919706
ykdzfw2h,25,dlal68fq,3-live_bargaining-165,A,5th,1715679340.4310386
ykdzfw2h,26,icm5jw1w,3-live_bargaining-165,B1,or the 5th?,1715679341.2996917
ykdzfw2h,28,gb3p43e3,3-live_bargaining-165,B2,Never should let these mean people win,1715679342.5175824
ykdzfw2h,33,8v2hfg8c,3-live_bargaining-168,B1,succumb to the popular vote,1715679345.0240827
ykdzfw2h,10,maxxa0b9,3-live_bargaining-159,B2,agree B1,1715679345.2213378
ykdzfw2h,19,bxgty49l,3-live_bargaining-163,B1,it is chance,1715679345.347272
ykdzfw2h,6,iw6538t5,3-live_bargaining-158,B2,well true,1715679345.433652
ykdzfw2h,14,10hb91v0,3-live_bargaining-161,A,I wonder what that person does when they are B,1715679347.354696
ykdzfw2h,30,aykj1i6i,3-live_bargaining-166,A,"Thanks everyone, you drive a hard bargain",1715679347.7590072
ykdzfw2h,26,icm5jw1w,3-live_bargaining-165,B1,ah okay thnx,1715679347.9712756
ykdzfw2h,3,77a6ed9a,3-live_bargaining-158,B1,player A would you try it? At the end they calculate the average,1715679348.4172657
ykdzfw2h,34,bv1rchfe,3-live_bargaining-167,B2,likewise,1715679349.3969893
ykdzfw2h,22,93vk2elh,3-live_bargaining-163,B2,"you not getting anything last round seems to have to do with your incompatible strategy, A...",1715679349.4371123
ykdzfw2h,28,gb3p43e3,3-live_bargaining-165,B2,Or they think theyre smart...,1715679349.652709
ykdzfw2h,36,iwrxhwk3,3-live_bargaining-168,A,Sad sigh,1715679352.4077384
ykdzfw2h,31,u53icqui,3-live_bargaining-167,A,"yeah, but worst is if they do not buckle",1715679352.7896519
ykdzfw2h,30,aykj1i6i,3-live_bargaining-166,A,:-),1715679352.9744315
ykdzfw2h,31,u53icqui,3-live_bargaining-167,A,then everyone loses,1715679355.7894242
ykdzfw2h,9,3o2kadzu,3-live_bargaining-160,B1,nice weather today ,1715679357.5692244
ykdzfw2h,8,6ul57k0b,3-live_bargaining-159,B1,A you get enough poiunts ,1715679358.008796
ykdzfw2h,19,bxgty49l,3-live_bargaining-163,B1,yuh,1715679363.5067978
ykdzfw2h,18,275e2ui1,3-live_bargaining-162,B2,u study psychology?,1715679363.954606
ykdzfw2h,25,dlal68fq,3-live_bargaining-165,A,couldn't agree more,1715679364.6110506
ykdzfw2h,33,8v2hfg8c,3-live_bargaining-168,B1,equality for the win,1715679364.9267209
ykdzfw2h,26,icm5jw1w,3-live_bargaining-165,B1,yeah i mean usually they just try it out and if u hold out they change last min,1715679366.2983038
ykdzfw2h,31,u53icqui,3-live_bargaining-167,A,the last A switched in the last 3 seconds :(,1715679366.7020097
ykdzfw2h,16,wr4oyk0w,3-live_bargaining-161,B2,How many times were you guys A before?,1715679368.5785475
ykdzfw2h,5,ry0nc01c,3-live_bargaining-158,A,Is it the avergae or the sum for each round,1715679369.1670985
ykdzfw2h,20,tzz523nu,3-live_bargaining-163,A,last round i am play1,1715679370.3592448
ykdzfw2h,27,smddi2bm,3-live_bargaining-166,B1,the one that I had before was worse... until the very last second,1715679370.9100611
ykdzfw2h,25,dlal68fq,3-live_bargaining-165,A,yep,1715679372.7253194
ykdzfw2h,13,6whe0107,3-live_bargaining-161,B1,1,1715679374.8573208
ykdzfw2h,14,10hb91v0,3-live_bargaining-161,A,3,1715679375.9681687
ykdzfw2h,35,5ubvbqrt,3-live_bargaining-168,B2,"dear A, you get 34 or nothing, im sorry, you already get 1 point more than me",1715679377.0019627
ykdzfw2h,17,69gxbqoq,3-live_bargaining-162,B1,nono,1715679378.252173
ykdzfw2h,23,qirmcohg,3-live_bargaining-164,B2,"i'll stick to 1) , i'm sorry:(",1715679378.3676825
ykdzfw2h,12,7ikal8ir,3-live_bargaining-160,A,perfect for the exam I have right after this :c,1715679378.865245
ykdzfw2h,20,tzz523nu,3-live_bargaining-163,A,the playa chose 6 and 4,1715679378.9110265
ykdzfw2h,16,wr4oyk0w,3-live_bargaining-161,B2,2,1715679379.6018949
ykdzfw2h,30,aykj1i6i,3-live_bargaining-166,A,:-D,1715679381.4451141
ykdzfw2h,29,qmykdy6l,3-live_bargaining-166,B2,ush,1715679385.1988146
ykdzfw2h,2,zu5rxx67,3-live_bargaining-157,A,What do you think of the 2 people strategies? I don't see the appeal of choosing them over 3 ppl unless the point conversion is different,1715679385.2229638
ykdzfw2h,3,77a6ed9a,3-live_bargaining-158,B1,i understand the average of all the rounds,1715679385.4228458
ykdzfw2h,27,smddi2bm,3-live_bargaining-166,B1,"well, now you exagerate",1715679386.4056354
ykdzfw2h,9,3o2kadzu,3-live_bargaining-160,B1,onoooo,1715679386.5270045
ykdzfw2h,6,iw6538t5,3-live_bargaining-158,B2,"we can also say 25, 25, 25 to see if it's decreasing or not. so if it'2 25x0.25 it's less worse",1715679386.6074142
ykdzfw2h,11,wmkt6s6s,3-live_bargaining-160,B2,haha good luck,1715679386.652109
ykdzfw2h,20,tzz523nu,3-live_bargaining-163,A,but the player3 chose 7 and 3,1715679389.0942914
ykdzfw2h,31,u53icqui,3-live_bargaining-167,A,"that was scary, because if any B switched to their side we wouldn't have an agreement",1715679389.2759905
ykdzfw2h,8,6ul57k0b,3-live_bargaining-159,B1,than you might as well just give us each one  hahahah,1715679389.4870949
ykdzfw2h,18,275e2ui1,3-live_bargaining-162,B2,math?,1715679390.8746567
ykdzfw2h,13,6whe0107,3-live_bargaining-161,B1,must done really worse about the sliders,1715679392.1447074
ykdzfw2h,8,6ul57k0b,3-live_bargaining-159,B1,thank you ,1715679392.8469198
ykdzfw2h,17,69gxbqoq,3-live_bargaining-162,B1,engineer,1715679393.5953128
ykdzfw2h,22,93vk2elh,3-live_bargaining-163,B2,"that's dumb of them, I think.",1715679393.8036904
ykdzfw2h,21,n6p6kpol,3-live_bargaining-164,B1,same,1715679394.4407778
ykdzfw2h,34,bv1rchfe,3-live_bargaining-167,B2,yeah,1715679394.795137
ykdzfw2h,17,69gxbqoq,3-live_bargaining-162,B1,you,1715679395.786344
ykdzfw2h,14,10hb91v0,3-live_bargaining-161,A,Do you think it is actually related to the sliders,1715679400.0951502
ykdzfw2h,18,275e2ui1,3-live_bargaining-162,B2,cs haha,1715679400.8965287
ykdzfw2h,20,tzz523nu,3-live_bargaining-163,A,so the player a changed the choice,1715679401.4618773
ykdzfw2h,31,u53icqui,3-live_bargaining-167,A,all because of stubborness,1715679401.6989365
ykdzfw2h,33,8v2hfg8c,3-live_bargaining-168,B1,"B2, you're wild. ",1715679402.1648543
ykdzfw2h,36,iwrxhwk3,3-live_bargaining-168,A,"what is this mob violence smh. very well , heavy is the crown",1715679402.9334478
ykdzfw2h,12,7ikal8ir,3-live_bargaining-160,A,thanks!,1715679403.2561145
ykdzfw2h,13,6whe0107,3-live_bargaining-161,B1,i thought i was good though.,1715679403.9277482
ykdzfw2h,17,69gxbqoq,3-live_bargaining-162,B1,oh yes,1715679405.747166
ykdzfw2h,33,8v2hfg8c,3-live_bargaining-168,B1,I respect that lol,1715679406.8212016
ykdzfw2h,3,77a6ed9a,3-live_bargaining-158,B1,we nned to decide fast ahah,1715679407.565761
ykdzfw2h,19,bxgty49l,3-live_bargaining-163,B1,did you get an X on the card or something that told you to disrupt the game,1715679409.3594317
ykdzfw2h,1,rggxlrld,3-live_bargaining-157,B1,no one has actually tried it I think,1715679410.3229642
ykdzfw2h,17,69gxbqoq,3-live_bargaining-162,B1,what about A,1715679410.457318
ykdzfw2h,27,smddi2bm,3-live_bargaining-166,B1,"after this one just one left, right?",1715679413.188793
ykdzfw2h,10,maxxa0b9,3-live_bargaining-159,B2,great thank you,1715679413.237453
ykdzfw2h,29,qmykdy6l,3-live_bargaining-166,B2,Have a nice day guys :) ,1715679414.7415125
ykdzfw2h,15,brcpj4zp,3-live_bargaining-162,A,business,1715679417.1518092
ykdzfw2h,1,rggxlrld,3-live_bargaining-157,B1,at least not in my groups,1715679417.9458294
ykdzfw2h,14,10hb91v0,3-live_bargaining-161,A,Maybe sliders were just a distraction..,1715679418.2700722
ykdzfw2h,25,dlal68fq,3-live_bargaining-165,A,btw do you know if the 8.25 number we see at the end are points or chf?,1715679419.5944333
ykdzfw2h,35,5ubvbqrt,3-live_bargaining-168,B2,have a great day,1715679420.1196966
ykdzfw2h,13,6whe0107,3-live_bargaining-161,B1,dont know right now hahah,1715679421.256514
ykdzfw2h,30,aykj1i6i,3-live_bargaining-166,A,yeah one left after this,1715679421.4430804
ykdzfw2h,16,wr4oyk0w,3-live_bargaining-161,B2,Maybe it's random really,1715679421.6389873
ykdzfw2h,18,275e2ui1,3-live_bargaining-162,B2,:O,1715679422.3750505
ykdzfw2h,9,3o2kadzu,3-live_bargaining-160,B1,"wait i dont want to get in trouble, but is it a course with about 1200 participabnts haha?",1715679425.4857495
ykdzfw2h,31,u53icqui,3-live_bargaining-167,A,so I'm always happy if we can decide this early :),1715679425.9943721
ykdzfw2h,26,icm5jw1w,3-live_bargaining-165,B1,i think the points,1715679427.1989691
ykdzfw2h,30,aykj1i6i,3-live_bargaining-166,A,you too,1715679427.411823
ykdzfw2h,27,smddi2bm,3-live_bargaining-166,B1,"okay, nice",1715679427.4751875
ykdzfw2h,5,ry0nc01c,3-live_bargaining-158,A,"I think id 2 is he best, really",1715679427.6831856
ykdzfw2h,17,69gxbqoq,3-live_bargaining-162,B1,nice,1715679428.695489
ykdzfw2h,22,93vk2elh,3-live_bargaining-163,B2,"broo haha true, what about the X people?",1715679429.930206
ykdzfw2h,27,smddi2bm,3-live_bargaining-166,B1,have a nice day too,1715679432.8202655
ykdzfw2h,25,dlal68fq,3-live_bargaining-165,A,we should have 33 points tho,1715679433.8256578
ykdzfw2h,32,2175hu1w,3-live_bargaining-167,B1,"Exactly, they forgot it is just a  game",1715679434.429828
ykdzfw2h,24,caq3vqi1,3-live_bargaining-164,A,oki,1715679435.5318563
ykdzfw2h,19,bxgty49l,3-live_bargaining-163,B1,right,1715679437.589597
ykdzfw2h,30,aykj1i6i,3-live_bargaining-166,A,see you bye,1715679437.9945402
ykdzfw2h,33,8v2hfg8c,3-live_bargaining-168,B1,hahaha,1715679438.1152356
ykdzfw2h,26,icm5jw1w,3-live_bargaining-165,B1,ah truee,1715679438.1601727
ykdzfw2h,36,iwrxhwk3,3-live_bargaining-168,A,anyone had a failed session yet?,1715679438.2275198
ykdzfw2h,28,gb3p43e3,3-live_bargaining-165,B2,maybe average points?,1715679438.7125432
ykdzfw2h,2,zu5rxx67,3-live_bargaining-157,A,neither mine groups,1715679440.859366
ykdzfw2h,33,8v2hfg8c,3-live_bargaining-168,B1,nope,1715679441.474978
ykdzfw2h,35,5ubvbqrt,3-live_bargaining-168,B2,nope,1715679441.543398
ykdzfw2h,21,n6p6kpol,3-live_bargaining-164,B1,?,1715679442.2458756
ykdzfw2h,9,3o2kadzu,3-live_bargaining-160,B1,anyway good luckk soldier,1715679444.6785018
ykdzfw2h,12,7ikal8ir,3-live_bargaining-160,A,"nope, 15",1715679445.0481682
ykdzfw2h,23,qirmcohg,3-live_bargaining-164,B2,A being weird...,1715679445.539223
ykdzfw2h,25,dlal68fq,3-live_bargaining-165,A,average of?,1715679446.1927977
ykdzfw2h,3,77a6ed9a,3-live_bargaining-158,B1,but you have done for 6 rounds and youll never now whats better,1715679446.5713968
ykdzfw2h,33,8v2hfg8c,3-live_bargaining-168,B1,all sessions 34-33-33,1715679447.0826335
ykdzfw2h,22,93vk2elh,3-live_bargaining-163,B2,they don't wanna pay us too much so they seed the X people haha,1715679449.0499604
ykdzfw2h,3,77a6ed9a,3-live_bargaining-158,B1,hehe,1715679449.0748742
ykdzfw2h,17,69gxbqoq,3-live_bargaining-162,B1,nice teamplay guys. See you,1715679451.197808
ykdzfw2h,9,3o2kadzu,3-live_bargaining-160,B1,ahh cool cool,1715679453.2600932
ykdzfw2h,35,5ubvbqrt,3-live_bargaining-168,B2,would be really dump,1715679454.6301737
ykdzfw2h,18,275e2ui1,3-live_bargaining-162,B2,cu,1715679455.1894681
ykdzfw2h,1,rggxlrld,3-live_bargaining-157,B1,let's just leave it as is,1715679455.4822526
ykdzfw2h,19,bxgty49l,3-live_bargaining-163,B1,B2 i think i was with ypu last round haha,1715679455.5802634
ykdzfw2h,28,gb3p43e3,3-live_bargaining-165,B2,the roundsa?,1715679456.9597695
ykdzfw2h,13,6whe0107,3-live_bargaining-161,B1,feeling better now :-),1715679457.2379556
ykdzfw2h,6,iw6538t5,3-live_bargaining-158,B2,please A,1715679457.6911623
ykdzfw2h,26,icm5jw1w,3-live_bargaining-165,B1,i dont think so it might be chf then,1715679457.7175014
ykdzfw2h,3,77a6ed9a,3-live_bargaining-158,B1,and we win ,1715679459.0427172
5r4374w0,20,dtjatgej,6-live_bargaining-272,A2,hi,1715687817.94436
5r4374w0,14,8i7prunh,6-live_bargaining-270,A2,how about 50:50,1715687819.6090338
5r4374w0,3,c1re0k0c,6-live_bargaining-265,A1,Hi!,1715687823.2890072
5r4374w0,1,wtf9m9iv,6-live_bargaining-265,A2,Hii,1715687825.7216873
5r4374w0,14,8i7prunh,6-live_bargaining-270,A2,perfect,1715687826.401024
5r4374w0,22,48s50490,6-live_bargaining-272,B,Hi,1715687827.467874
5r4374w0,24,mz0ciadv,6-live_bargaining-272,A1,hello,1715687832.825238
5r4374w0,5,hljd8j8s,6-live_bargaining-265,B,hi :),1715687837.7122269
5r4374w0,27,g73l9vdl,6-live_bargaining-273,B,me too ,1715687839.7698076
